Iteration 1/6656: Lever: [-26.8495705   -1.12798126  36.33165477], Offset: 1996.0000, RMSE: 582.5176
Iteration 941/6656: Lever: [-17.90223291   3.14156001  12.79817151], Offset: 2000.0000, RMSE: 286.1523
Iteration 942/6656: Lever: [-14.82469104   5.35165804  12.55322779], Offset: 2001.0000, RMSE: 160.9805
Iteration 943/6656: Lever: [-14.69584496   3.96583612   9.08453647], Offset: 2002.0000, RMSE: 208.0348
Iteration 944/6656: Lever: [-14.02080487   1.16426232  19.54796222], Offset: 2003.0000, RMSE: 284.9499
Iteration 945/6656: Lever: [-10.75734835   1.40632113  15.57774339], Offset: 2004.0000, RMSE: 218.9938
Iteration 946/6656: Lever: [-11.45748552  -1.70375698  13.62283791], Offset: 2005.0000, RMSE: 323.7218
Iteration 947/6656: Lever: [-9.95891926 -2.83303031 28.31214197], Offset: 2006.0000, RMSE: 324.9680
Iteration 948/6656: Lever: [-10.20053873  -3.35514878  39.53749171], Offset: 2007.0000, RMSE: 374.7685
Iteration 949/6656: Lever: [-10.76687151  -8.14742124  35.95273199], Offset: 2008.0000, RMSE: 515.7223
Iteration 950/6656: Lever: [-24.27641992   1.71036071  19.40017495], Offset: 1996.0000, RMSE: 497.5270
Iteration 951/6656: Lever: [-22.68619397   1.89894936  11.56045463], Offset: 1997.0000, RMSE: 459.5480
Iteration 952/6656: Lever: [-21.24226689   6.68860084  19.03183486], Offset: 1998.0000, RMSE: 216.2623
Iteration 953/6656: Lever: [-19.92128571   3.22840404  30.11247812], Offset: 1999.0000, RMSE: 313.1988
Iteration 954/6656: Lever: [-17.36280663   3.35612185   6.59039221], Offset: 2000.0000, RMSE: 277.7523
Iteration 955/6656: Lever: [-17.87710969   2.0276246   36.08966761], Offset: 2001.0000, RMSE: 295.9429
Iteration 956/6656: Lever: [-15.00004255   1.18843067  11.03771634], Offset: 2002.0000, RMSE: 290.5283
Iteration 957/6656: Lever: [-14.82266107   0.27612406  28.95021526], Offset: 2003.0000, RMSE: 324.9495
Iteration 958/6656: Lever: [-13.2292082   -1.45778749  22.86079609], Offset: 2004.0000, RMSE: 341.2020
Iteration 959/6656: Lever: [-11.040449    -1.29645044  19.09545862], Offset: 2005.0000, RMSE: 304.5001
Iteration 960/6656: Lever: [-12.25833068  -5.67896216  31.7167962 ], Offset: 2006.0000, RMSE: 441.9040
Iteration 961/6656: Lever: [-8.03129365 -3.38901374 38.21804906], Offset: 2007.0000, RMSE: 311.6917
Iteration 962/6656: Lever: [-9.41029213 -6.52202769 37.23365786], Offset: 2008.0000, RMSE: 446.4733
Iteration 963/6656: Lever: [-23.40497704   3.5234966   13.80810272], Offset: 1996.0000, RMSE: 436.0315
Iteration 964/6656: Lever: [-23.51380589   5.98978333  16.62366684], Offset: 1997.0000, RMSE: 297.6854
Iteration 965/6656: Lever: [-21.62567789   3.99815975  20.89441151], Offset: 1998.0000, RMSE: 310.0725
Iteration 966/6656: Lever: [-21.68222492   1.20979667  37.7293837 ], Offset: 1999.0000, RMSE: 390.8654
Iteration 967/6656: Lever: [-19.32150214   2.87249693  14.652583  ], Offset: 2000.0000, RMSE: 307.1176
Iteration 968/6656: Lever: [-17.3876743    3.44195598  31.36735663], Offset: 2001.0000, RMSE: 249.4473
Iteration 969/6656: Lever: [-14.60236183   1.69535979  11.60604066], Offset: 2002.0000, RMSE: 270.3589
Iteration 970/6656: Lever: [-13.58703637   1.96789065  17.68929979], Offset: 2003.0000, RMSE: 255.2051
Iteration 971/6656: Lever: [-11.6278665   -0.34210683  21.54110434], Offset: 2004.0000, RMSE: 283.0847
Iteration 972/6656: Lever: [-11.13173252  -1.60894939  19.94508316], Offset: 2005.0000, RMSE: 313.9225
Iteration 973/6656: Lever: [-9.5057248  -2.20995046 21.13246349], Offset: 2006.0000, RMSE: 300.7698
Iteration 974/6656: Lever: [-8.35519128 -3.86341953 40.21063328], Offset: 2007.0000, RMSE: 329.7375
Iteration 975/6656: Lever: [-11.78740548  -5.85424351  37.04746923], Offset: 2008.0000, RMSE: 522.2998
Iteration 976/6656: Lever: [-23.35132275   3.03484424  18.71461813], Offset: 1996.0000, RMSE: 458.0900
Iteration 977/6656: Lever: [-21.65202287   2.4307079    8.07102309], Offset: 1997.0000, RMSE: 451.1657
Iteration 978/6656: Lever: [-21.49653891   3.99944277  19.35933957], Offset: 1998.0000, RMSE: 310.5477
Iteration 979/6656: Lever: [-20.69951035   3.1125519   29.46184627], Offset: 1999.0000, RMSE: 319.3619
Iteration 980/6656: Lever: [-18.18076228   4.41528706  10.90506007], Offset: 2000.0000, RMSE: 246.0419
Iteration 981/6656: Lever: [-16.38169112   4.76736665  20.87453468], Offset: 2001.0000, RMSE: 197.3586
Iteration 982/6656: Lever: [-15.53448342   2.65138805  18.04028001], Offset: 2002.0000, RMSE: 257.1587
Iteration 983/6656: Lever: [-11.85121568   3.709584     9.32949596], Offset: 2003.0000, RMSE: 174.8369
Iteration 984/6656: Lever: [-12.17137341   0.46092411  19.17964015], Offset: 2004.0000, RMSE: 270.3528
Iteration 985/6656: Lever: [-10.08406716  -0.27928098  10.77097773], Offset: 2005.0000, RMSE: 258.7684
Iteration 986/6656: Lever: [-11.32586288  -3.8702335   26.3910106 ], Offset: 2006.0000, RMSE: 380.3308
Iteration 987/6656: Lever: [-9.55715393 -4.59829208 40.6378735 ], Offset: 2007.0000, RMSE: 375.1133
Iteration 988/6656: Lever: [-8.96973253 -5.51359926 37.65930865], Offset: 2008.0000, RMSE: 416.6498
Iteration 989/6656: Lever: [-24.10071449   4.61052728  20.91281727], Offset: 1996.0000, RMSE: 379.4183
Iteration 990/6656: Lever: [-24.36910759   2.97328441  21.34671004], Offset: 1997.0000, RMSE: 407.6444
Iteration 991/6656: Lever: [-20.88886271   5.13702503  20.85201546], Offset: 1998.0000, RMSE: 270.7149
Iteration 992/6656: Lever: [-19.48334479   0.11535863  28.96121578], Offset: 1999.0000, RMSE: 440.4139
Iteration 993/6656: Lever: [-18.69851597   2.77733009  17.14490375], Offset: 2000.0000, RMSE: 303.0555
Iteration 994/6656: Lever: [-17.33397134   2.55698602  27.17327396], Offset: 2001.0000, RMSE: 273.0599
Iteration 995/6656: Lever: [-15.44287117   2.04304102  16.62710763], Offset: 2002.0000, RMSE: 270.8838
Iteration 996/6656: Lever: [-15.47571042  -0.71375805  31.66574335], Offset: 2003.0000, RMSE: 364.5814
Iteration 997/6656: Lever: [-11.16124468   1.37364044  16.42177848], Offset: 2004.0000, RMSE: 226.7154
Iteration 998/6656: Lever: [-9.32502139  0.45413379  9.37388029], Offset: 2005.0000, RMSE: 224.9612
Iteration 999/6656: Lever: [-8.44156533 -2.16698864 19.68042301], Offset: 2006.0000, RMSE: 278.9730
Iteration 1000/6656: Lever: [-9.77859584 -4.68004403 36.03345954], Offset: 2007.0000, RMSE: 383.5909
Iteration 1001/6656: Lever: [-7.24892763 -4.27874401 28.62365175], Offset: 2008.0000, RMSE: 343.9829
Iteration 1002/6656: Lever: [-25.30090032  -0.18569309  27.89494932], Offset: 1996.0000, RMSE: 561.6437
Iteration 1003/6656: Lever: [-22.53816812   4.7772059   12.69770747], Offset: 1997.0000, RMSE: 343.4460
Iteration 1004/6656: Lever: [-23.06222278   0.21865954  33.84063741], Offset: 1998.0000, RMSE: 446.5205
Iteration 1005/6656: Lever: [-20.73182843   3.38548015  27.81047357], Offset: 1999.0000, RMSE: 310.3287
Iteration 1006/6656: Lever: [-17.83261721   3.21354796  14.93922087], Offset: 2000.0000, RMSE: 283.4808
Iteration 1007/6656: Lever: [-16.87877715   4.04122137  24.05843968], Offset: 2001.0000, RMSE: 224.8739
Iteration 1008/6656: Lever: [-15.90388955   1.65539066  13.24662209], Offset: 2002.0000, RMSE: 289.9474
Iteration 1009/6656: Lever: [-11.58859424   3.95178112  10.85721102], Offset: 2003.0000, RMSE: 163.5775
Iteration 1010/6656: Lever: [-11.73631456   1.19398566  21.59181786], Offset: 2004.0000, RMSE: 243.6653
Iteration 1011/6656: Lever: [-9.5749244  -0.71788097  9.33482303], Offset: 2005.0000, RMSE: 261.1383
Iteration 1012/6656: Lever: [-8.37110227 -2.03501728 15.28737365], Offset: 2006.0000, RMSE: 274.0858
Iteration 1013/6656: Lever: [-10.91118101  -4.66789047  37.7501365 ], Offset: 2007.0000, RMSE: 417.2357
Iteration 1014/6656: Lever: [-8.84810104 -7.33076449 31.16683933], Offset: 2008.0000, RMSE: 447.2465
Iteration 1015/6656: Lever: [-22.60164583   0.05100785  15.23856683], Offset: 1996.0000, RMSE: 603.1836
Iteration 1016/6656: Lever: [-21.81194502   3.07381889  12.237461  ], Offset: 1997.0000, RMSE: 421.6013
Iteration 1017/6656: Lever: [-21.94979031   5.69189109  27.84923255], Offset: 1998.0000, RMSE: 251.8695
Iteration 1018/6656: Lever: [-18.51091356   6.19810853  13.29259578], Offset: 1999.0000, RMSE: 204.2413
Iteration 1019/6656: Lever: [-19.24346618   2.56107267  19.91635857], Offset: 2000.0000, RMSE: 315.2987
Iteration 1020/6656: Lever: [-16.84611863   2.91858614  30.70611026], Offset: 2001.0000, RMSE: 256.0751
Iteration 1021/6656: Lever: [-16.50053558   0.42607484  22.05759893], Offset: 2002.0000, RMSE: 334.1041
Iteration 1022/6656: Lever: [-14.20144781   0.78738672  23.75030988], Offset: 2003.0000, RMSE: 298.1815
Iteration 1023/6656: Lever: [-12.91940806  -0.37724956  21.49001085], Offset: 2004.0000, RMSE: 307.1983
Iteration 1024/6656: Lever: [-12.68251955  -1.6418349   19.95096694], Offset: 2005.0000, RMSE: 356.1103
Iteration 1025/6656: Lever: [-10.5263558   -2.8514553   30.45041998], Offset: 2006.0000, RMSE: 339.1583
Iteration 1026/6656: Lever: [-11.03194825  -4.47853608  40.17802622], Offset: 2007.0000, RMSE: 417.8156
Iteration 1027/6656: Lever: [-9.88717849 -4.83928391 40.3523323 ], Offset: 2008.0000, RMSE: 440.6379
Iteration 1028/6656: Lever: [-23.25599829   4.76244087  12.83338178], Offset: 1996.0000, RMSE: 386.5595
Iteration 1029/6656: Lever: [-20.96113971   4.14431861   7.23714419], Offset: 1997.0000, RMSE: 389.7158
Iteration 1030/6656: Lever: [-22.42592548   5.58681549  27.94325324], Offset: 1998.0000, RMSE: 259.1139
Iteration 1031/6656: Lever: [-19.98136761   2.79714464  25.5591176 ], Offset: 1999.0000, RMSE: 329.4943
Iteration 1032/6656: Lever: [-16.79070934   5.79221651   5.20836923], Offset: 2000.0000, RMSE: 189.9789
Iteration 1033/6656: Lever: [-17.65713064   1.61358087  31.13369432], Offset: 2001.0000, RMSE: 305.6111
Iteration 1034/6656: Lever: [-13.57950364   4.10880253   4.72763439], Offset: 2002.0000, RMSE: 183.4135
Iteration 1035/6656: Lever: [-12.78515189   2.0728326   12.95566533], Offset: 2003.0000, RMSE: 236.7287
Iteration 1036/6656: Lever: [-11.1227536    1.54599563  12.72584143], Offset: 2004.0000, RMSE: 221.9154
Iteration 1037/6656: Lever: [-10.96208363  -0.65958301  14.25950713], Offset: 2005.0000, RMSE: 288.2543
Iteration 1038/6656: Lever: [-10.49431389  -4.04697843  26.33476243], Offset: 2006.0000, RMSE: 365.0548
Iteration 1039/6656: Lever: [-12.3365808   -6.66277034  40.31031592], Offset: 2007.0000, RMSE: 494.3662
Iteration 1040/6656: Lever: [-8.05354559 -5.08726786 27.9427754 ], Offset: 2008.0000, RMSE: 381.6490
Iteration 1041/6656: Lever: [-22.63473235   6.11069871  12.72740181], Offset: 1996.0000, RMSE: 341.6982
Iteration 1042/6656: Lever: [-22.52671058   5.95441192   7.91781619], Offset: 1997.0000, RMSE: 297.6084
Iteration 1043/6656: Lever: [-21.06635173   6.94791605  19.17195856], Offset: 1998.0000, RMSE: 206.9838
Iteration 1044/6656: Lever: [-18.46152491   7.79280713  11.35939002], Offset: 1999.0000, RMSE: 151.0566
Iteration 1045/6656: Lever: [-18.06327935   5.04983931  11.01461487], Offset: 2000.0000, RMSE: 225.9717
Iteration 1046/6656: Lever: [-16.93729003   3.8288115   26.06414602], Offset: 2001.0000, RMSE: 231.2489
Iteration 1047/6656: Lever: [-14.41902567   3.29375648  12.07079033], Offset: 2002.0000, RMSE: 218.9056
Iteration 1048/6656: Lever: [-12.11491939   3.46878625  11.61272538], Offset: 2003.0000, RMSE: 185.8932
Iteration 1049/6656: Lever: [-11.6865726    1.3008833   15.84174579], Offset: 2004.0000, RMSE: 239.8157
Iteration 1050/6656: Lever: [-9.86107378  0.14345121 13.38913619], Offset: 2005.0000, RMSE: 243.8771
Iteration 1051/6656: Lever: [-8.20334048 -0.32756825 18.55333245], Offset: 2006.0000, RMSE: 230.1480
Iteration 1052/6656: Lever: [-5.71225666 -0.19599096 26.46592889], Offset: 2007.0000, RMSE: 191.1513
Iteration 1053/6656: Lever: [-7.83977119 -5.16456365 27.26776748], Offset: 2008.0000, RMSE: 376.7619
Iteration 1054/6656: Lever: [-23.93899863   7.55310947  15.72199284], Offset: 1996.0000, RMSE: 263.7520
Iteration 1055/6656: Lever: [-22.21042957   7.16860405   9.42062028], Offset: 1997.0000, RMSE: 253.0311
Iteration 1056/6656: Lever: [-20.63543938   7.64245914  17.12071032], Offset: 1998.0000, RMSE: 183.1477
Iteration 1057/6656: Lever: [-18.26109433   6.76902172  11.44869578], Offset: 1999.0000, RMSE: 183.7811
Iteration 1058/6656: Lever: [-17.4876428    6.37056832  10.65953717], Offset: 2000.0000, RMSE: 181.4766
Iteration 1059/6656: Lever: [-17.27022151   3.56921704  26.79759308], Offset: 2001.0000, RMSE: 244.2579
Iteration 1060/6656: Lever: [-13.1603337    4.90494404   5.55077528], Offset: 2002.0000, RMSE: 154.6601
Iteration 1061/6656: Lever: [-11.29114523   4.22074705   6.48645496], Offset: 2003.0000, RMSE: 151.7549
Iteration 1062/6656: Lever: [-10.77984379   1.96581694  12.42971055], Offset: 2004.0000, RMSE: 204.4321
Iteration 1063/6656: Lever: [-11.61794909  -1.71642417  20.15509494], Offset: 2005.0000, RMSE: 327.6698
Iteration 1064/6656: Lever: [-8.97167497 -1.16489785 23.95201137], Offset: 2006.0000, RMSE: 266.0363
Iteration 1065/6656: Lever: [-8.11869317 -1.19301096 40.54542926], Offset: 2007.0000, RMSE: 278.3866
Iteration 1066/6656: Lever: [-10.1035302   -3.54068252  40.19238935], Offset: 2008.0000, RMSE: 442.2007
Iteration 1067/6656: Lever: [-22.58278892   9.02371895   5.54711412], Offset: 1996.0000, RMSE: 223.2415
Iteration 1068/6656: Lever: [-22.74044241   5.92748308  11.77953528], Offset: 1997.0000, RMSE: 298.1689
Iteration 1069/6656: Lever: [-21.70170118   6.37034924  29.51275117], Offset: 1998.0000, RMSE: 229.1765
Iteration 1070/6656: Lever: [-19.63575341   3.64965465  29.72636624], Offset: 1999.0000, RMSE: 297.7551
Iteration 1071/6656: Lever: [-18.92817528   4.07490189  19.56082018], Offset: 2000.0000, RMSE: 266.6680
Iteration 1072/6656: Lever: [-14.28050402   7.05804016   6.77487388], Offset: 2001.0000, RMSE: 104.2855
Iteration 1073/6656: Lever: [-13.22876225   5.36814162   1.78788555], Offset: 2002.0000, RMSE: 143.8974
Iteration 1074/6656: Lever: [-11.716577     3.93776574  13.21616643], Offset: 2003.0000, RMSE: 166.5547
Iteration 1075/6656: Lever: [-12.94351766   0.08583725  27.37776935], Offset: 2004.0000, RMSE: 297.4604
Iteration 1076/6656: Lever: [-11.61702815  -1.57987405  21.41041328], Offset: 2005.0000, RMSE: 324.7482
Iteration 1077/6656: Lever: [-11.24530298  -3.61612462  34.71904178], Offset: 2006.0000, RMSE: 373.1342
Iteration 1078/6656: Lever: [-8.89992351 -0.67637812 36.92337406], Offset: 2007.0000, RMSE: 305.2285
Iteration 1079/6656: Lever: [-6.98930555 -3.68841734 28.59081273], Offset: 2008.0000, RMSE: 326.6710
Iteration 1080/6656: Lever: [-23.17753431   5.35155062  12.05411071], Offset: 1996.0000, RMSE: 363.2123
Iteration 1081/6656: Lever: [-22.2180312    6.64459112  11.16523443], Offset: 1997.0000, RMSE: 272.5812
Iteration 1082/6656: Lever: [-20.79399525   7.33968625  18.91374693], Offset: 1998.0000, RMSE: 193.2268
Iteration 1083/6656: Lever: [-17.76212193   8.93867814   7.52173653], Offset: 1999.0000, RMSE: 112.7451
Iteration 1084/6656: Lever: [-17.1497479    5.44686723  10.54507179], Offset: 2000.0000, RMSE: 203.8462
Iteration 1085/6656: Lever: [-16.20121664   4.96276878  20.20668621], Offset: 2001.0000, RMSE: 189.0086
Iteration 1086/6656: Lever: [-13.03179228   5.29053525   5.14878399], Offset: 2002.0000, RMSE: 142.4287
Iteration 1087/6656: Lever: [-12.20263538   2.86636369  13.26091518], Offset: 2003.0000, RMSE: 204.0467
Iteration 1088/6656: Lever: [-12.17444499  -0.55738926  18.40893024], Offset: 2004.0000, RMSE: 297.5097
Iteration 1089/6656: Lever: [-8.64093734  1.05779169  6.56720315], Offset: 2005.0000, RMSE: 197.2025
Iteration 1090/6656: Lever: [-10.40005527  -3.30109464  31.46771442], Offset: 2006.0000, RMSE: 345.6766
Iteration 1091/6656: Lever: [-10.74692916  -4.76898986  35.76151475], Offset: 2007.0000, RMSE: 414.1383
Iteration 1092/6656: Lever: [-9.0915469  -2.11756726 40.98322346], Offset: 2008.0000, RMSE: 398.3273
Iteration 1093/6656: Lever: [-24.10519017   6.65079734  19.12790984], Offset: 1996.0000, RMSE: 297.2026
Iteration 1094/6656: Lever: [-21.12176189   8.66520127   2.50948829], Offset: 1997.0000, RMSE: 202.6721
Iteration 1095/6656: Lever: [-20.84677194   7.84385777  18.89359969], Offset: 1998.0000, RMSE: 178.1031
Iteration 1096/6656: Lever: [-19.83019841   6.21215474  28.08969204], Offset: 1999.0000, RMSE: 212.5069
Iteration 1097/6656: Lever: [-19.7043472    3.39309359  19.85228676], Offset: 2000.0000, RMSE: 298.8371
Iteration 1098/6656: Lever: [-16.69697058   4.64078093  27.68889896], Offset: 2001.0000, RMSE: 206.8099
Iteration 1099/6656: Lever: [-13.96450219   4.32117713  11.1148805 ], Offset: 2002.0000, RMSE: 183.8090
Iteration 1100/6656: Lever: [-12.20655588   3.12356292  14.25929786], Offset: 2003.0000, RMSE: 196.9246
Iteration 1101/6656: Lever: [-11.33121341   1.23402531  20.26589073], Offset: 2004.0000, RMSE: 234.2179
Iteration 1102/6656: Lever: [-9.37220409 -0.66976074 11.67146905], Offset: 2005.0000, RMSE: 257.0873
Iteration 1103/6656: Lever: [-8.22956967 -1.15687543 19.79643361], Offset: 2006.0000, RMSE: 249.1821
Iteration 1104/6656: Lever: [-11.78949648  -3.68850827  40.99129395], Offset: 2007.0000, RMSE: 436.5379
Iteration 1105/6656: Lever: [-8.6734695  -3.44448189 39.49470745], Offset: 2008.0000, RMSE: 384.0331
Iteration 1106/6656: Lever: [-21.93815939   6.04627148   5.98599238], Offset: 1996.0000, RMSE: 360.0015
Iteration 1107/6656: Lever: [-19.57002127   6.64358228  -0.59041057], Offset: 1997.0000, RMSE: 312.5573
Iteration 1108/6656: Lever: [-19.01197999   5.37073237   2.29494991], Offset: 1998.0000, RMSE: 287.1432
Iteration 1109/6656: Lever: [-17.8212997    8.11307578   8.38417041], Offset: 1999.0000, RMSE: 137.3310
Iteration 1110/6656: Lever: [-18.41320982   4.92060959  15.15866732], Offset: 2000.0000, RMSE: 235.1208
Iteration 1111/6656: Lever: [-15.90926423   4.25600436  19.95478555], Offset: 2001.0000, RMSE: 204.3088
Iteration 1112/6656: Lever: [-14.81473488   2.61920626  13.80994   ], Offset: 2002.0000, RMSE: 244.3154
Iteration 1113/6656: Lever: [-11.41032324   4.42709372  10.82315766], Offset: 2003.0000, RMSE: 148.2106
Iteration 1114/6656: Lever: [-11.98597882   0.21999905  19.02097032], Offset: 2004.0000, RMSE: 272.6554
Iteration 1115/6656: Lever: [-11.11120244  -0.80272167  13.95769356], Offset: 2005.0000, RMSE: 295.2082
Iteration 1116/6656: Lever: [-11.87565564  -4.38106963  29.19689548], Offset: 2006.0000, RMSE: 404.7089
Iteration 1117/6656: Lever: [-10.70781495  -5.33123454  38.81593827], Offset: 2007.0000, RMSE: 421.7723
Iteration 1118/6656: Lever: [-10.88518787  -6.51939225  41.42811154], Offset: 2008.0000, RMSE: 494.3328
Iteration 1119/6656: Lever: [-22.11372963   6.7126964    6.76661225], Offset: 1996.0000, RMSE: 327.5856
Iteration 1120/6656: Lever: [-23.32783558   5.62071224  14.63118251], Offset: 1997.0000, RMSE: 309.4999
Iteration 1121/6656: Lever: [-21.8822075    5.35466629  20.85212499], Offset: 1998.0000, RMSE: 262.3722
Iteration 1122/6656: Lever: [-19.03836206   7.50710214  22.09976614], Offset: 1999.0000, RMSE: 165.7278
Iteration 1123/6656: Lever: [-15.67591982   8.49812194   2.69445907], Offset: 2000.0000, RMSE: 101.8437
Iteration 1124/6656: Lever: [-15.67324823   5.13477905  21.08681506], Offset: 2001.0000, RMSE: 175.5365
Iteration 1125/6656: Lever: [-13.5408255    4.59470675   5.90981078], Offset: 2002.0000, RMSE: 168.8238
Iteration 1126/6656: Lever: [-13.1195224    1.63294742  20.98751181], Offset: 2003.0000, RMSE: 254.9665
Iteration 1127/6656: Lever: [-10.75762934   1.24433286  12.63856393], Offset: 2004.0000, RMSE: 223.9511
Iteration 1128/6656: Lever: [-9.96201604 -0.09152359 13.45495014], Offset: 2005.0000, RMSE: 251.8392
Iteration 1129/6656: Lever: [-10.53516862  -3.40924001  31.34270248], Offset: 2006.0000, RMSE: 351.1773
Iteration 1130/6656: Lever: [-9.71017916 -1.98150053 37.10257866], Offset: 2007.0000, RMSE: 343.9988
Iteration 1131/6656: Lever: [-10.04983174  -5.41850704  42.66216437], Offset: 2008.0000, RMSE: 452.2172
Iteration 1132/6656: Lever: [-22.5307964    7.29268789   8.01963183], Offset: 1996.0000, RMSE: 294.1541
Iteration 1133/6656: Lever: [-21.82523535   6.89185779   4.91935481], Offset: 1997.0000, RMSE: 264.9839
Iteration 1134/6656: Lever: [-21.12901904   7.98710178  23.7568361 ], Offset: 1998.0000, RMSE: 177.5593
Iteration 1135/6656: Lever: [-18.44047357   8.06898349  12.83356155], Offset: 1999.0000, RMSE: 142.5513
Iteration 1136/6656: Lever: [-19.77583244   2.51532646  19.85868463], Offset: 2000.0000, RMSE: 323.7087
Iteration 1137/6656: Lever: [-16.39615645   4.50668972  22.72205401], Offset: 2001.0000, RMSE: 204.0277
Iteration 1138/6656: Lever: [-13.13625995   4.8551731    6.26786256], Offset: 2002.0000, RMSE: 155.8143
Iteration 1139/6656: Lever: [-12.16692977   3.4786835   14.26867588], Offset: 2003.0000, RMSE: 186.8817
Iteration 1140/6656: Lever: [-11.38352596   1.77037054  16.49031679], Offset: 2004.0000, RMSE: 222.4285
Iteration 1141/6656: Lever: [-9.96266907 -0.25590493 14.35831702], Offset: 2005.0000, RMSE: 255.8471
Iteration 1142/6656: Lever: [-10.50151605  -2.66223922  30.38327428], Offset: 2006.0000, RMSE: 334.9747
Iteration 1143/6656: Lever: [-8.77828412 -0.97431464 39.91407822], Offset: 2007.0000, RMSE: 301.2237
Iteration 1144/6656: Lever: [-6.91638802 -5.02011448 31.60058023], Offset: 2008.0000, RMSE: 349.3646
Iteration 1145/6656: Lever: [-24.90410722   7.63446605  17.29508136], Offset: 1996.0000, RMSE: 258.1086
Iteration 1146/6656: Lever: [-21.35017029  10.8629353   -0.08465781], Offset: 1997.0000, RMSE: 134.4226
Iteration 1147/6656: Lever: [-20.30513353   8.0272626   18.52463655], Offset: 1998.0000, RMSE: 169.8499
Iteration 1148/6656: Lever: [-17.7597911    9.00693228   7.6905565 ], Offset: 1999.0000, RMSE: 110.9765
Iteration 1149/6656: Lever: [-15.54020583   8.61475864   0.99216794], Offset: 2000.0000, RMSE: 97.5254
Iteration 1150/6656: Lever: [-14.39083559   6.97028619   9.14101298], Offset: 2001.0000, RMSE: 107.9043
Iteration 1151/6656: Lever: [-11.76559133   7.02736434  -1.72502255], Offset: 2002.0000, RMSE: 81.6648
Iteration 1152/6656: Lever: [-10.56507696   5.46477823   6.56038021], Offset: 2003.0000, RMSE: 108.1836
Iteration 1153/6656: Lever: [-10.51259478   2.38214608   9.56464635], Offset: 2004.0000, RMSE: 189.0812
Iteration 1154/6656: Lever: [-11.36994594  -0.30234404  18.26337423], Offset: 2005.0000, RMSE: 293.0099
Iteration 1155/6656: Lever: [-8.15759349 -0.80322416 15.29292506], Offset: 2006.0000, RMSE: 239.1404
Iteration 1156/6656: Lever: [-9.18119783 -3.64752196 35.37526058], Offset: 2007.0000, RMSE: 347.3137
Iteration 1157/6656: Lever: [-10.1936665   -2.26604363  37.85155694], Offset: 2008.0000, RMSE: 447.2114
Iteration 1158/6656: Lever: [-24.66567213   7.86706172  18.10869305], Offset: 1996.0000, RMSE: 249.8314
Iteration 1159/6656: Lever: [-21.17152735   8.47383719   4.5389113 ], Offset: 1997.0000, RMSE: 209.4723
Iteration 1160/6656: Lever: [-20.53625915   7.45175353  19.17940608], Offset: 1998.0000, RMSE: 188.8951
Iteration 1161/6656: Lever: [-17.04202672   9.96913019   3.15052142], Offset: 1999.0000, RMSE: 83.5237
Iteration 1162/6656: Lever: [-15.28535219   9.14017203  -3.42198208], Offset: 2000.0000, RMSE: 84.0807
Iteration 1163/6656: Lever: [-14.42420118   6.55488951   8.86505215], Offset: 2001.0000, RMSE: 119.8349
Iteration 1164/6656: Lever: [-12.47423352   6.11375418   2.29389949], Offset: 2002.0000, RMSE: 112.7076
Iteration 1165/6656: Lever: [-11.91381837   4.30570888   8.2903531 ], Offset: 2003.0000, RMSE: 161.9394
Iteration 1166/6656: Lever: [-10.22454129   2.48290068   8.21625439], Offset: 2004.0000, RMSE: 181.1827
Iteration 1167/6656: Lever: [-10.29226257   2.61407521  17.34793849], Offset: 2005.0000, RMSE: 224.5226
Iteration 1168/6656: Lever: [-9.54356703 -0.18824174 27.3665483 ], Offset: 2006.0000, RMSE: 268.8644
Iteration 1169/6656: Lever: [-10.42730841  -2.23448024  36.35255318], Offset: 2007.0000, RMSE: 374.1798
Iteration 1170/6656: Lever: [-8.11987482 -3.54886036 36.51275974], Offset: 2008.0000, RMSE: 363.8936
Iteration 1171/6656: Lever: [-22.65999359   9.24420654   6.20731795], Offset: 1996.0000, RMSE: 213.3146
Iteration 1172/6656: Lever: [-21.4081034    8.84392865   2.69060961], Offset: 1997.0000, RMSE: 194.6445
Iteration 1173/6656: Lever: [-20.66288775   8.31966681  22.34376488], Offset: 1998.0000, RMSE: 163.6001
Iteration 1174/6656: Lever: [-17.61953569   8.97370922  10.39267838], Offset: 1999.0000, RMSE: 110.5881
Iteration 1175/6656: Lever: [-14.94112938   9.3640463   -4.98710318], Offset: 2000.0000, RMSE: 77.5210
Iteration 1176/6656: Lever: [-14.60685678   6.60705069   9.53869016], Offset: 2001.0000, RMSE: 120.2949
Iteration 1177/6656: Lever: [-14.52088441   3.80649429  12.69465757], Offset: 2002.0000, RMSE: 207.4242
Iteration 1178/6656: Lever: [-13.82565943   1.05317051  21.19850263], Offset: 2003.0000, RMSE: 283.8068
Iteration 1179/6656: Lever: [-9.8570181   3.27994915  7.45335382], Offset: 2004.0000, RMSE: 154.4410
Iteration 1180/6656: Lever: [-8.70708577  1.93333835 11.20717992], Offset: 2005.0000, RMSE: 177.8232
Iteration 1181/6656: Lever: [-10.1611271   -1.61192509  26.71454588], Offset: 2006.0000, RMSE: 307.1693
Iteration 1182/6656: Lever: [-8.8997337  -1.59065368 35.14702359], Offset: 2007.0000, RMSE: 310.5690
Iteration 1183/6656: Lever: [-8.1136487  -2.17513424 37.67392917], Offset: 2008.0000, RMSE: 356.5879
